Name;Didok-Nummer;geopos;lod
Cossonay-Penthalaz;8501115.0;46.6140536834, 6.52990921625;http://lod.opentransportdata.swiss/didok/8501115
Chexbres-Village;8504013.0;46.4856029965, 6.78091989998;http://lod.opentransportdata.swiss/didok/8504013
Conversion, La;8504010.0;46.5096178877, 6.67445684696;http://lod.opentransportdata.swiss/didok/8504010
Colombier;8504209.0;46.9721939073, 6.85719222157;http://lod.opentransportdata.swiss/didok/8504209
Collombey;8501422.0;46.2813100013, 6.91186065055;http://lod.opentransportdata.swiss/didok/8501422
Clarens;8501203.0;46.4530240461, 6.94159049467;http://lod.opentransportdata.swiss/didok/8501203
Chiasso;8505307.0;45.8299831345, 9.01771896965;http://lod.opentransportdata.swiss/didok/8505307
Coppet;8501023.0;46.3225904898, 6.18981504312;http://lod.opentransportdata.swiss/didok/8501023
Chur;8509000.0;46.8534076304, 9.53093302125;http://lod.opentransportdata.swiss/didok/8509000
Corseaux-Cornalles;8504040.0;;http://lod.opentransportdata.swiss/didok/8504040
Luchsingen-Hätzingen;8503236.0;46.9284024802, 9.07907929418;http://lod.opentransportdata.swiss/didok/8503236
Mendrisio S. Martino;8518475.0;45.8864221989, 8.96919973893;http://lod.opentransportdata.swiss/didok/8518475
Malleray-Bévilard;8500102.0;47.2390802513, 7.27134656092;http://lod.opentransportdata.swiss/didok/8500102
Maroggia-Melano;8505303.0;45.9377022331, 8.97230477763;http://lod.opentransportdata.swiss/didok/8505303
Magadino-Vira;8505406.0;46.1237357367, 8.83341740326;http://lod.opentransportdata.swiss/didok/8505406
Lenzburg;8502119.0;47.3869018981, 8.18158390584;http://lod.opentransportdata.swiss/didok/8502119
Mendrisio;8505305.0;45.8864221989, 8.96919973893;http://lod.opentransportdata.swiss/didok/8505305
Moreillon;8504007.0;46.5105029505, 6.78791287004;http://lod.opentransportdata.swiss/didok/8504007
Mitlödi;8503232.0;46.9284024802, 9.07907929418;http://lod.opentransportdata.swiss/didok/8503232
Morges;8501037.0;46.5152789615, 6.49400137708;http://lod.opentransportdata.swiss/didok/8501037
La Neuveville;8504226.0;47.0776201419, 7.15861612938;http://lod.opentransportdata.swiss/didok/8504226
Mörschwil;8506304.0;47.4689428161, 9.42742281978;http://lod.opentransportdata.swiss/didok/8506304
Mühlehorn;8509418.0;47.1016776074, 9.06983670873;http://lod.opentransportdata.swiss/didok/8509418
Oberriet;8509400.0;47.3362551272, 9.56484260076;http://lod.opentransportdata.swiss/didok/8509400
Oberaach;8506108.0;47.5441632871, 9.28837002301;http://lod.opentransportdata.swiss/didok/8506108
Ossingen;8506023.0;47.6142233056, 8.7222709596;http://lod.opentransportdata.swiss/didok/8506023
Nebikon;8502005.0;47.1927935177, 7.98116787139;http://lod.opentransportdata.swiss/didok/8502005
Mosen;8502029.0;47.2432244391, 8.22809770396;http://lod.opentransportdata.swiss/didok/8502029
Morges-St-Jean;8501047.0;;http://lod.opentransportdata.swiss/didok/8501047
le Pont;8501100.0;;http://lod.opentransportdata.swiss/didok/8501100
Pontenet;8500135.0;47.2390802513, 7.27134656092;http://lod.opentransportdata.swiss/didok/8500135
Bern Wankdorf;8516161.0;46.9489028306, 7.40730463004;http://lod.opentransportdata.swiss/didok/8516161
Bassecourt;8500122.0;47.3198431124, 7.24313447644;http://lod.opentransportdata.swiss/didok/8500122
Baar Neufeld;8515992.0;47.1967942026, 8.5381431962;http://lod.opentransportdata.swiss/didok/8515992
Bettlach;8500203.0;47.209899726, 7.41985191033;http://lod.opentransportdata.swiss/didok/8500203
Altdorf;8505113.0;46.8896282978, 8.64213006603;http://lod.opentransportdata.swiss/didok/8505113
Balerna;8505306.0;45.8442597018, 9.00899649084;http://lod.opentransportdata.swiss/didok/8505306
Altnau;8506125.0;47.6087337156, 9.26252171108;http://lod.opentransportdata.swiss/didok/8506125
Benken;8503118.0;47.193718571, 8.99687649714;http://lod.opentransportdata.swiss/didok/8503118
Berg;8506194.0;47.5809109986, 9.17088320695;http://lod.opentransportdata.swiss/didok/8506194
Baar;8502206.0;47.1967942026, 8.5381431962;http://lod.opentransportdata.swiss/didok/8502206
Rickenbach-Attikon;8506018.0;47.5300356255, 8.8165835176;http://lod.opentransportdata.swiss/didok/8506018
Rebstein-Marbach;8506318.0;47.3877297072, 9.58046314945;http://lod.opentransportdata.swiss/didok/8506318
Rämismühle-Zell;8506006.0;47.45226946, 8.81000523736;http://lod.opentransportdata.swiss/didok/8506006
Reconvilier;8500101.0;47.228034023, 7.22385179896;http://lod.opentransportdata.swiss/didok/8500101
Reichenburg;8503223.0;47.162308559, 8.97448472468;http://lod.opentransportdata.swiss/didok/8503223
Romanshorn;8506121.0;47.5649951233, 9.3581419527;http://lod.opentransportdata.swiss/didok/8506121
Richterswil;8503207.0;;http://lod.opentransportdata.swiss/didok/8503207
Rümikon AG;8503415.0;47.5657350045, 8.38168055029;http://lod.opentransportdata.swiss/didok/8503415
Schinznach Bad;8502116.0;47.45522003, 8.1697835415;http://lod.opentransportdata.swiss/didok/8502116
Schlieren;8503509.0;47.3963485547, 8.44995126206;http://lod.opentransportdata.swiss/didok/8503509
S. Nazzaro;8505407.0;46.1237357367, 8.83341740326;http://lod.opentransportdata.swiss/didok/8505407
Rotkreuz;8502202.0;47.1438775904, 8.45306253431;http://lod.opentransportdata.swiss/didok/8502202
Schänis;8503119.0;47.1740460239, 9.06796975243;http://lod.opentransportdata.swiss/didok/8503119
Riazzino;8505412.0;46.1646230994, 8.8806940588;http://lod.opentransportdata.swiss/didok/8505412
Rothrist;8508103.0;47.299730867, 7.88636399438;http://lod.opentransportdata.swiss/didok/8508103
Rivaz;8501126.0;46.4522518449, 6.57884375065;http://lod.opentransportdata.swiss/didok/8501126
Sennhof-Kyburg;8506003.0;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8506003
Schönenwerd SO;8502112.0;47.374532445, 8.01054920338;http://lod.opentransportdata.swiss/didok/8502112
Siebnen-Wangen;8503221.0;47.1991967623, 8.8905034125;http://lod.opentransportdata.swiss/didok/8503221
Sitterdorf;8506214.0;47.5153761869, 9.26898593746;http://lod.opentransportdata.swiss/didok/8506214
Solothurn;8500207.0;47.2096905323, 7.53101749712;http://lod.opentransportdata.swiss/didok/8500207
Sommerau;8500032.0;47.4313779178, 7.84029730476;http://lod.opentransportdata.swiss/didok/8500032
Seuzach;8506020.0;47.5356360102, 8.72726033046;http://lod.opentransportdata.swiss/didok/8506020
Sevelen;8509406.0;47.1310038871, 9.45969119858;http://lod.opentransportdata.swiss/didok/8509406
Signau;8508205.0;46.9168073784, 7.73979268259;http://lod.opentransportdata.swiss/didok/8508205
Sisikon;8505111.0;46.9370759885, 8.6526271451;http://lod.opentransportdata.swiss/didok/8505111
Urdorf Weihermatt;8502229.0;47.3812109711, 8.42351059265;http://lod.opentransportdata.swiss/didok/8502229
Wangen bei Olten;8500216.0;47.3434676122, 7.87262876323;http://lod.opentransportdata.swiss/didok/8500216
Veytaux-Chillon;8501302.0;46.4522518449, 6.57884375065;http://lod.opentransportdata.swiss/didok/8501302
Triboltingen;8506118.0;47.6575201556, 9.09299563233;http://lod.opentransportdata.swiss/didok/8506118
Walenstadt;8509414.0;47.127200446, 9.32774062139;http://lod.opentransportdata.swiss/didok/8509414
Vauderens;8504021.0;46.6350730747, 6.84680792983;http://lod.opentransportdata.swiss/didok/8504021
Walchwil;8502205.0;47.1088939684, 8.52943404276;http://lod.opentransportdata.swiss/didok/8502205
Uttigen;8507009.0;46.7962915882, 7.57418119877;http://lod.opentransportdata.swiss/didok/8507009
Urdorf;8502220.0;47.3812109711, 8.42351059265;http://lod.opentransportdata.swiss/didok/8502220
Turgi;8503503.0;47.4892796608, 8.25980157232;http://lod.opentransportdata.swiss/didok/8503503
Thörishaus Station;8504104.0;46.9056189406, 7.39874399407;http://lod.opentransportdata.swiss/didok/8504104
St. Gallen Winkeln;8506300.0;47.4234963687, 9.37681682238;http://lod.opentransportdata.swiss/didok/8506300
Sonceboz-Sombeval;8504304.0;47.192863094, 7.17939381282;http://lod.opentransportdata.swiss/didok/8504304
St-Ursanne;8500124.0;47.3523315123, 7.12157229304;http://lod.opentransportdata.swiss/didok/8500124
St-Maurice;8501403.0;46.1911950573, 6.99583362854;http://lod.opentransportdata.swiss/didok/8501403
Tavannes;8500100.0;47.2226788109, 7.18467516525;http://lod.opentransportdata.swiss/didok/8500100
Tenero;8505401.0;46.1800008612, 8.84495288279;http://lod.opentransportdata.swiss/didok/8505401
Steg;8503135.0;47.3379908168, 8.94245229382;http://lod.opentransportdata.swiss/didok/8503135
St-Léonard;8501507.0;;http://lod.opentransportdata.swiss/didok/8501507
Stäfa;8503107.0;;http://lod.opentransportdata.swiss/didok/8503107
Winterthur Grüze;8506001.0;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8506001
Winterthur Hegi;8516218.0;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8516218
Ziegelbrücke;8503225.0;47.1016776074, 9.06983670873;http://lod.opentransportdata.swiss/didok/8503225
Wiesendangen;8506017.0;47.5300356255, 8.8165835176;http://lod.opentransportdata.swiss/didok/8506017
Wichtrach;8507007.0;46.8466146032, 7.58041952328;http://lod.opentransportdata.swiss/didok/8507007
Wünnewil;8504113.0;46.8783065135, 7.28649737768;http://lod.opentransportdata.swiss/didok/8504113
Wohlen;8502213.0;47.3546632202, 8.28179451135;http://lod.opentransportdata.swiss/didok/8502213
Wila;8506008.0;47.4103928701, 8.8619647353;http://lod.opentransportdata.swiss/didok/8506008
Wil;8506206.0;47.4757171459, 9.05175005031;http://lod.opentransportdata.swiss/didok/8506206
Winkel am Zürichsee;8503111.0;;http://lod.opentransportdata.swiss/didok/8503111
Arbon Seemoosriet;8516270.0;47.5166976892, 9.42040782685;http://lod.opentransportdata.swiss/didok/8516270
Bassersdorf;8503307.0;47.4417546422, 8.63158482861;http://lod.opentransportdata.swiss/didok/8503307
Berlingen;8506135.0;47.6680551168, 9.02866939178;http://lod.opentransportdata.swiss/didok/8506135
Allaman;8501035.0;46.4713156783, 6.39467803859;http://lod.opentransportdata.swiss/didok/8501035
Bellach;8500205.0;47.2118312919, 7.49669470545;http://lod.opentransportdata.swiss/didok/8500205
Baldegg;8502025.0;47.1657574261, 8.29172354409;http://lod.opentransportdata.swiss/didok/8502025
Aathal;8503124.0;47.3431237952, 8.76881631075;http://lod.opentransportdata.swiss/didok/8503124
Arnex;8501107.0;46.6912924354, 6.51765105229;http://lod.opentransportdata.swiss/didok/8501107
Chénens;8504025.0;46.7445150028, 6.99750074512;http://lod.opentransportdata.swiss/didok/8504025
Burgdorf;8508005.0;47.055014183, 7.62009022169;http://lod.opentransportdata.swiss/didok/8508005
Buckten;8500034.0;47.4133606839, 7.84768796269;http://lod.opentransportdata.swiss/didok/8500034
Buix;8500144.0;47.4719077244, 7.04335744671;http://lod.opentransportdata.swiss/didok/8500144
Bern Europaplatz Nord;8504108.0;46.9489028306, 7.40730463004;http://lod.opentransportdata.swiss/didok/8504108
Benzenschwil;8502216.0;47.2611323653, 8.38135533174;http://lod.opentransportdata.swiss/didok/8502216
Biel/Bienne;8504300.0;47.1505375233, 7.26202618686;http://lod.opentransportdata.swiss/didok/8504300
Bottighofen;8506127.0;47.6348720463, 9.21130857201;http://lod.opentransportdata.swiss/didok/8506127
Bossière;8504003.0;46.5162706462, 6.69972645231;http://lod.opentransportdata.swiss/didok/8504003
Bazenheid;8506205.0;47.4095997342, 9.02715599016;http://lod.opentransportdata.swiss/didok/8506205
Boniswil;8502032.0;47.3130507725, 8.19330933091;http://lod.opentransportdata.swiss/didok/8502032
Bouveret;8501426.0;46.3700118758, 6.85897166691;http://lod.opentransportdata.swiss/didok/8501426
Biel Mett;8504419.0;47.1505375233, 7.26202618686;http://lod.opentransportdata.swiss/didok/8504419
Birrwil;8502033.0;47.2932730149, 8.19916845867;http://lod.opentransportdata.swiss/didok/8502033
Rothenburg Dorf;8502012.0;47.0879044211, 8.28731356998;http://lod.opentransportdata.swiss/didok/8502012
Rupperswil;8502114.0;47.4051985629, 8.13274805943;http://lod.opentransportdata.swiss/didok/8502114
Rümlingen;8500033.0;47.4284982773, 7.85774279774;http://lod.opentransportdata.swiss/didok/8500033
Rümlang;8503311.0;47.4485116387, 8.53050378585;http://lod.opentransportdata.swiss/didok/8503311
Rubigen;8507005.0;46.9010192487, 7.54584117532;http://lod.opentransportdata.swiss/didok/8507005
Otelfingen Golfpark;8503525.0;47.4657941507, 8.39109438881;http://lod.opentransportdata.swiss/didok/8503525
Palézieux-Village;8504016.0;46.5599590996, 6.83301277824;http://lod.opentransportdata.swiss/didok/8504016
Ranzo-S. Abbondio;8505408.0;46.1237357367, 8.83341740326;http://lod.opentransportdata.swiss/didok/8505408
Puidoux-Chexbres;8504012.0;46.5105029505, 6.78791287004;http://lod.opentransportdata.swiss/didok/8504012
Regensdorf-Watt;8503526.0;47.4412502165, 8.47245215352;http://lod.opentransportdata.swiss/didok/8503526
Rorschach Stadt;8506322.0;47.4769943127, 9.49622954985;http://lod.opentransportdata.swiss/didok/8506322
Othmarsingen;8502105.0;47.4029245685, 8.21575012513;http://lod.opentransportdata.swiss/didok/8502105
Prilly-Malley;8518452.0;46.5401609647, 6.60581622636;http://lod.opentransportdata.swiss/didok/8518452
Rheineck;8506313.0;47.4713857017, 9.58469650135;http://lod.opentransportdata.swiss/didok/8506313
Rikon;8506005.0;47.45226946, 8.81000523736;http://lod.opentransportdata.swiss/didok/8506005
Schübelbach-Buttikon;8503222.0;47.1561908384, 8.93448393227;http://lod.opentransportdata.swiss/didok/8503222
Schönbühl SBB;8508001.0;47.0236053963, 7.50068527892;http://lod.opentransportdata.swiss/didok/8508001
Sierre/Siders;8501509.0;46.2795512788, 7.51680279404;http://lod.opentransportdata.swiss/didok/8501509
Schmerikon;8503115.0;47.2259075407, 8.94315005245;http://lod.opentransportdata.swiss/didok/8503115
Schottikon;8506035.0;47.5039622463, 8.80910350218;http://lod.opentransportdata.swiss/didok/8506035
Siviriez;8504022.0;46.6534688071, 6.88716097074;http://lod.opentransportdata.swiss/didok/8504022
Schlatt;8503427.0;47.6685078694, 8.69997587705;http://lod.opentransportdata.swiss/didok/8503427
St. Margrethen;8506314.0;47.4546344119, 9.62729136196;http://lod.opentransportdata.swiss/didok/8506314
Steinhausen;8502227.0;47.1998996751, 8.48829366677;http://lod.opentransportdata.swiss/didok/8502227
Tägerschen;8506168.0;47.5135113432, 9.0397193701;http://lod.opentransportdata.swiss/didok/8506168
St-Saphorin;8501127.0;46.4522518449, 6.57884375065;http://lod.opentransportdata.swiss/didok/8501127
Studen BE;8504441.0;47.1139227716, 7.30372732297;http://lod.opentransportdata.swiss/didok/8504441
Sorvilier;8500103.0;47.2328237245, 7.30855218914;http://lod.opentransportdata.swiss/didok/8500103
Steckborn;8506136.0;47.6596356079, 8.99169977321;http://lod.opentransportdata.swiss/didok/8506136
Stabio;8517519.0;45.8487964969, 8.93408632942;http://lod.opentransportdata.swiss/didok/8517519
Altstätten SG;8506319.0;47.3703517022, 9.54416534347;http://lod.opentransportdata.swiss/didok/8506319
Andelfingen;8506047.0;47.5942162617, 8.67660977477;http://lod.opentransportdata.swiss/didok/8506047
Arbon;8506308.0;47.5166976892, 9.42040782685;http://lod.opentransportdata.swiss/didok/8506308
Tägerwilen-Gottlieben;8506132.0;47.6493086425, 9.13334814682;http://lod.opentransportdata.swiss/didok/8506132
Tägerwilen Dorf;8506198.0;47.6493086425, 9.13334814682;http://lod.opentransportdata.swiss/didok/8506198
Thalheim-Altikon;8506022.0;47.5591691113, 8.76424101248;http://lod.opentransportdata.swiss/didok/8506022
Trubschachen;8508208.0;46.9097994452, 7.83789309417;http://lod.opentransportdata.swiss/didok/8508208
Les Tuileries;8501011.0;46.255912079, 6.14603212348;http://lod.opentransportdata.swiss/didok/8501011
Turbenthal;8506007.0;47.4188969253, 8.82736804046;http://lod.opentransportdata.swiss/didok/8506007
Tägertschi;8508201.0;46.88273057, 7.57160289211;http://lod.opentransportdata.swiss/didok/8508201
Turtmann;8501602.0;46.3007691571, 7.70945422851;http://lod.opentransportdata.swiss/didok/8501602
Uetikon;8503105.0;47.2586380292, 8.66459588826;http://lod.opentransportdata.swiss/didok/8503105
Uerikon;8503108.0;;http://lod.opentransportdata.swiss/didok/8503108
Yverdon-les-Bains;8504200.0;46.7719409053, 6.63815124358;http://lod.opentransportdata.swiss/didok/8504200
Winterthur Seen;8506002.0;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8506002
Werthenstein;8508216.0;47.078828135, 8.13695374646;http://lod.opentransportdata.swiss/didok/8508216
Villette VD;8501123.0;46.4522518449, 6.57884375065;http://lod.opentransportdata.swiss/didok/8501123
Vaumarcus;8504204.0;46.8772862223, 6.74756120666;http://lod.opentransportdata.swiss/didok/8504204
Wynigen;8508006.0;47.1052282606, 7.69291912553;http://lod.opentransportdata.swiss/didok/8508006
Uznach;8503116.0;47.2278428841, 8.98256115238;http://lod.opentransportdata.swiss/didok/8503116
Wolhusen;8508215.0;;http://lod.opentransportdata.swiss/didok/8508215
Vionnaz;8501423.0;;http://lod.opentransportdata.swiss/didok/8501423
Wauwil;8502006.0;;http://lod.opentransportdata.swiss/didok/8502006
Zürich Altstetten;8503001.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503001
Zürich Wipkingen;8503015.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503015
Zug Chollermüli;8502230.0;47.1543542227, 8.51187149426;http://lod.opentransportdata.swiss/didok/8502230
Zürich Wiedikon;8503011.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503011
Zug Postplatz;8502300.0;47.1543542227, 8.51187149426;http://lod.opentransportdata.swiss/didok/8502300
Zug Casino;8517527.0;47.1543542227, 8.51187149426;http://lod.opentransportdata.swiss/didok/8517527
Zürich HB;8503000.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503000
Zweidlen;8503405.0;47.5614225231, 8.49749684492;http://lod.opentransportdata.swiss/didok/8503405
Riddes;8501503.0;46.1442458428, 7.2389795088;http://lod.opentransportdata.swiss/didok/8501503
Rafz;8503404.0;47.6145122489, 8.54465380872;http://lod.opentransportdata.swiss/didok/8503404
Rorschach Hafen;8506306.0;47.4769943127, 9.49622954985;http://lod.opentransportdata.swiss/didok/8506306
Schachen LU;8508217.0;47.0383067929, 8.10868504379;http://lod.opentransportdata.swiss/didok/8508217
Schmitten;8504102.0;46.8498401985, 7.24721674617;http://lod.opentransportdata.swiss/didok/8504102
Schüpfen;8504412.0;47.0370835469, 7.37559665327;http://lod.opentransportdata.swiss/didok/8504412
Rüti ZH;8503121.0;47.2596294659, 8.86669329585;http://lod.opentransportdata.swiss/didok/8503121
Romont;8504023.0;46.7014265797, 6.91901542067;http://lod.opentransportdata.swiss/didok/8504023
Schwyz;8505006.0;47.0247872831, 8.67570600074;http://lod.opentransportdata.swiss/didok/8505006
Russin;8501002.0;46.1951127492, 6.01469568991;http://lod.opentransportdata.swiss/didok/8501002
Rolle;8501033.0;46.4587837726, 6.33249158656;http://lod.opentransportdata.swiss/didok/8501033
Rosé;8504028.0;46.7894060437, 7.06115584163;http://lod.opentransportdata.swiss/didok/8504028
Suberg-Grossaffoltern;8504413.0;47.0701953342, 7.35728332017;http://lod.opentransportdata.swiss/didok/8504413
Tobel-Affeltrangen;8506183.0;47.5135113432, 9.0397193701;http://lod.opentransportdata.swiss/didok/8506183
Steinmaur;8503316.0;47.4990988897, 8.44445670545;http://lod.opentransportdata.swiss/didok/8503316
Tecknau;8500028.0;47.4467932066, 7.89072048934;http://lod.opentransportdata.swiss/didok/8500028
Sulgen;8506217.0;47.5437183974, 9.19433324731;http://lod.opentransportdata.swiss/didok/8506217
Sursee;8502007.0;47.1562407366, 8.10800420369;http://lod.opentransportdata.swiss/didok/8502007
Thun;8507100.0;46.7478987583, 7.62319654498;http://lod.opentransportdata.swiss/didok/8507100
Trey;8504142.0;46.7761840159, 6.92409618154;http://lod.opentransportdata.swiss/didok/8504142
Wallisellen;8503129.0;47.4187468745, 8.59602399845;http://lod.opentransportdata.swiss/didok/8503129
Weinfelden;8506105.0;47.5711776571, 9.1131758477;http://lod.opentransportdata.swiss/didok/8506105
Vernayaz;8501405.0;46.1392211408, 7.03287605056;http://lod.opentransportdata.swiss/didok/8501405
Worb SBB;8508200.0;46.9285431606, 7.57172589045;http://lod.opentransportdata.swiss/didok/8508200
Vallorbe;8501103.0;46.7091217509, 6.3721840695;http://lod.opentransportdata.swiss/didok/8501103
Yvonand;8504130.0;46.7916560413, 6.73690153308;http://lod.opentransportdata.swiss/didok/8504130
Vernier;8501007.0;46.2119780617, 6.09537645209;http://lod.opentransportdata.swiss/didok/8501007
Uttwil;8506122.0;47.5784068513, 9.33923497006;http://lod.opentransportdata.swiss/didok/8506122
Visp;8501605.0;46.2925814487, 7.88232223998;http://lod.opentransportdata.swiss/didok/8501605
Twann;8504228.0;;http://lod.opentransportdata.swiss/didok/8504228
Zürich Stadelhofen;8503003.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503003
Zürich Oerlikon;8503006.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503006
Zürich Seebach;8503007.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503007
Zug Fridbach;8515994.0;47.1543542227, 8.51187149426;http://lod.opentransportdata.swiss/didok/8515994
Zimeysa;8501000.0;46.2153104823, 6.03752746924;http://lod.opentransportdata.swiss/didok/8501000
Zwingen;8500114.0;47.4373126996, 7.52882905425;http://lod.opentransportdata.swiss/didok/8500114
St. Gallen Bruggen;8506301.0;47.4234963687, 9.37681682238;http://lod.opentransportdata.swiss/didok/8506301
Solothurn Allmend;8518963.0;47.2096905323, 7.53101749712;http://lod.opentransportdata.swiss/didok/8518963
St. Erhard-Knutwil;8502010.0;47.1966196352, 8.0719582291;http://lod.opentransportdata.swiss/didok/8502010
St. Katharinental;8506148.0;47.6824140141, 8.74600439853;http://lod.opentransportdata.swiss/didok/8506148
Siegershausen;8506195.0;47.6093933536, 9.14252153542;http://lod.opentransportdata.swiss/didok/8506195
St. Gallen;8506302.0;47.4234963687, 9.37681682238;http://lod.opentransportdata.swiss/didok/8506302
Schwanden;8503233.0;46.9284024802, 9.07907929418;http://lod.opentransportdata.swiss/didok/8503233
Sins;8502218.0;47.1874261451, 8.37417706604;http://lod.opentransportdata.swiss/didok/8502218
Seon;8502030.0;47.3495548788, 8.15861617996;http://lod.opentransportdata.swiss/didok/8502030
Winterthur Wallrüti;8506038.0;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8506038
Wangen an der Aare;8500210.0;47.232457069, 7.65114950792;http://lod.opentransportdata.swiss/didok/8500210
Zürich Hardbrücke;8503020.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503020
Zürich Flughafen;8503016.0;47.4593949887, 8.58640476384;http://lod.opentransportdata.swiss/didok/8503016
Zürich Affoltern;8503008.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503008
Wettingen;8503505.0;47.468169873, 8.34231337776;http://lod.opentransportdata.swiss/didok/8503505
Würenlos;8503529.0;47.4487089209, 8.36468972026;http://lod.opentransportdata.swiss/didok/8503529
Wetzikon;8503123.0;47.3257378629, 8.80579656897;http://lod.opentransportdata.swiss/didok/8503123
Wildegg;8502115.0;47.4178305964, 8.1871397783;http://lod.opentransportdata.swiss/didok/8502115
Zug;8502204.0;47.1543542227, 8.51187149426;http://lod.opentransportdata.swiss/didok/8502204
Villars-sur-Glâne;8504030.0;46.7956414643, 7.12605845464;http://lod.opentransportdata.swiss/didok/8504030
Walterswil-Striegel;8502121.0;47.3147414261, 7.94000510238;http://lod.opentransportdata.swiss/didok/8502121
Vufflens-la-Ville;8501116.0;46.576539257, 6.53831738149;http://lod.opentransportdata.swiss/didok/8501116
Unterterzen;8509416.0;47.0913830538, 9.22417331506;http://lod.opentransportdata.swiss/didok/8509416
Villeneuve;8501303.0;46.4075469481, 6.97385528546;http://lod.opentransportdata.swiss/didok/8501303
Versoix;8501022.0;46.2891576759, 6.15715347601;http://lod.opentransportdata.swiss/didok/8501022
Uster;8503125.0;47.3545411364, 8.72273220924;http://lod.opentransportdata.swiss/didok/8503125
Wald;8503138.0;47.2884118949, 8.92212156303;http://lod.opentransportdata.swiss/didok/8503138
Vevey-Funi;8504015.0;;http://lod.opentransportdata.swiss/didok/8504015
Tüscherz;8504229.0;;http://lod.opentransportdata.swiss/didok/8504229
Taverne-Torricella;8505218.0;46.0542681341, 8.91925982044;http://lod.opentransportdata.swiss/didok/8505218
Stein-Säckingen;8500320.0;47.54658875, 7.95381092084;http://lod.opentransportdata.swiss/didok/8500320
Stammheim;8506024.0;47.6484743006, 8.7908180344;http://lod.opentransportdata.swiss/didok/8506024
Stettbach;8503147.0;47.391896768, 8.61833927789;http://lod.opentransportdata.swiss/didok/8503147
Territet;8501301.0;46.4522518449, 6.57884375065;http://lod.opentransportdata.swiss/didok/8501301
Trimbach;8500037.0;47.3711034662, 7.89053680434;http://lod.opentransportdata.swiss/didok/8500037
Thalwil;8503202.0;47.2888491088, 8.56022370648;http://lod.opentransportdata.swiss/didok/8503202
Tannay;8501015.0;46.3124129321, 6.16712785112;http://lod.opentransportdata.swiss/didok/8501015
la Tour-de-Peilz;8501201.0;;http://lod.opentransportdata.swiss/didok/8501201
Thörishaus Dorf;8504115.0;;http://lod.opentransportdata.swiss/didok/8504115
Zürich Tiefenbrunnen;8503004.0;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503004
